SITC 5 DIGIT,5D DESC
75196,"OTHER PRINTERS, COPYING AND FASCSIMILE MACHINES"
75197,PARTS AND ACCESSORIES
75199,"OFFICE MACHINES, N.E.S."
75220,"DIGITAL AUTOMATIC DATA-PROCESSING MACHINES, CONTAINING IN THE SAME HOUSING AT LEAST A CENTRAL PROCESSING UNIT AND AN INPUT AND OUTPUT UNIT, WHETHER OR NOT COMBINED"
75230,OTHER AUTOMATIC DATA PROCESSING MACHINES
75260,"INPUT OR OUTPUT UNITS FOR AUTOMATIC DATA-PROCESSING MACHINES, WHETHER OR NOT PRESENTED WITH THE REST"
75270,"STORAGE UNITS, WHETHER OR NOT PRESENTED WITH THE REST OF A SYSTEM"
75280,OTHER UNITS OF AUTOMATIC DATA PROCESSING MACHINES
75290,"DATA-PROCESSING EQUIPMENT, N.E.S."
75980,"PARTS AND ACCESSORIES EQUALLY SUITABLE FOR USE WITH MACHINES OF TWO OR MORE OF THE SUBGROUP 751.1,751.2, 751.9 AND GROUP 752"
75990,"PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PR"
75991,"PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.1, 751.2, 751.9 AND GROUP 752. FOR THE MACHINES OF SUBGROUP 751.1"
75993,"PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.1, 751.2, 751.9 AND GROUP 752. FOR THE MACHINES OF SUBGROUP 751.9"
75995,"PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.1, 751.2, 751.9 AND GROUP 752. FOR THE ELECTRONIC CALCULATING MACHINES OF SUBGROUP 751.2"
75997,"PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF SUBGROUPS 751.1, 751.2, 751.9 AND GROUP 752. FOR THE MACHINES OF GROUP 752"
76130,"MONITORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; CATHODE-RAY TUBE"
76140,"MONITORS, NOT INCORPORATING TELEVISION RECEPTION APPARATUS; OTHER THAN CATHODE-RAY TUBE"
76150,PROJECTORS
76160,"RECEPTION APPARATUS FOR TELEVISION, WHETHER OR NOT INCORPORATING RADIO-BROADCAST RECEIVERS OR SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS"
76211,"RADIO-BROADCAST RECEIVERS NOT CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER, OF A KIND USED IN MOTOR VEHICLES. INCORPORATING SOUND-RECORDING OR REPRODUCING APPARATUS"
76212,"RADIO-BROADCAST RECEIVERS NOT CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER, OF A KIND USED IN MOTOR VEHICLES. NOT COMBINED WITH SOUND-RECORDING OR REPRODUCING APPARATUS"
76221,RADIO-BROADCAST RECEIVERS CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER (INCLUDING APPARA. INCORPORATING SOUND-RECORDING OR REPRODUCING APPARATUS
76222,RADIO-BROADCAST RECEIVERS CAPABLE OF OPERATING WITHOUT AN EXTERNAL SOURCE OF POWER (INCLUDING APPARA. NOT INCORPORATING SOUND-RECORDING OR REPRODUCING APPARATUS
76281,"OTHER RADIO-BROADCAST RECEIVERS, WHETHER OR NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK. COMBINED WITH SOUND-RECORDING OR REPRODUCING APPARATUS"
76282,OTHER RADIO-BROADCAST RECEIVERS (INCLUDING APPARATUS CAPABLE OF RECEIVING RADIO-TELEPHONY OR RADIO-T NOT INCORPORATING SOUND-RECORDING OR REPRODUCING APPARATUS BUT COMBINED WITH A CLOCK
76289,"OTHER RADIO-BROADCAST RECEIVERS, WHETHER OR NOT COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS OR A CLOCK. OTHER RADIO-BROADCAST RECEIVERS, N.E.S."
76331,"RECORD-PLAYERS, COIN- OR DISC-OPERATED"
76335,TURNTABLES (RECORD-DECKS)
76336,TELEPHONE ANSWERING MACHINES
76339,OTHER APPARATUS
76381,"VIDEO-RECORDING OR REPRODUCING APPARATUS, WHETHER OR NOT INCORPORATING A VIDEO TUNER"
76384,"SOUND-RECORDING APPARATUS, WHETHER OR NOT INCORPORATING A SOUND-REPRODUCING DEVICE"
76411,TELEPHONE SETS
76412,"OTHER APPARATUS FOR TRANSMISSION OR RECEPTION OF VOICE, IMAGES OR OTHER DATA, INCLUDING APPARATUS FOR COMMUNICATION IN A WIRED OR WIRELESS NETWORK (SUCH AS A LOCAL OR WIDE AREA NETWORKS)"
76418,PARTS
76421,MICROPHONES AND STANDS THEREFOR
76422,"LOUDSPEAKERS, MOUNTED IN THEIR ENCLOSURES"
76423,"LOUDSPEAKERS, NOT MOUNTED IN THEIR ENCLOSURES"
76424,"HEADPHONES, EARPHONES AND COMBINED MICROPHONE/SPEAKER SETS"
76425,AUDIO-FREQUENCY ELECTRIC AMPLIFIERS
76426,ELECTRIC SOUND AMPLIFIER SETS
76431,TRANSMISSION APPARATUS
76432,TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS
76483,"RADAR APPARATUS, RADIO NAVIGATIONAL AID APPARATUS AND RADIO REMOTE CONTROL APPARATUS"
76484,"TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS"
76492,PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF DIVISION 76. WITH THE APPARATUS AND EQUIPMENT OF SUBGROUP 764.2
76493,PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF DIVISION 76. WITH THE APPARATUS AND EQUIPMENT OF GROUPS 761 AND 762 AND SUBGROUPS 764.3 AND 764.8
76499,PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE APPARATUS OF DIVISION 76. WITH THE APPARATUS FALLING WITHIN GROUP 763
77111,LIQUID DIELECTRIC TRANSFORMERS
77119,OTHER ELECTRICAL TRANSFORMERS
77121,"STATIC CONVERTERS (E.G., RECTIFIERS)"
77123,BALLASTS FOR DISCHARGE LAMPS OR TUBES
77125,OTHER INDUCTORS
77129,PARTS OF THE ELECTRIC POWER MACHINERY OF GROUP 771
77220,PRINTED CIRCUITS
77231,"FIXED CARBON RESISTORS, COMPOSITION- OR FILM-TYPE"
77232,OTHER FIXED RESISTORS
77233,WIRE-WOUND VARIABLE RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS)
77235,OTHER VARIABLE RESISTORS (INCLUDING RHEOSTATS AND POTENTIOMETERS)
77238,PARTS FOR THE ELECTRICAL RESISTORS OF SUBGROUP 772.3
77241,FUSES
77242,AUTOMATIC CIRCUIT-BREAKERS FOR A VOLTAGE OF LESS THAN 72.5 KV
77243,OTHER AUTOMATIC CIRCUIT-BREAKERS
77244,ISOLATING SWITCHES AND MAKE-AND-BREAK SWITCHES
77245,"LIGHTNING ARRESTERS, VOLTAGE LIMITERS AND SURGE SUPPRESSORS"
77249,"OTHER ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTION"
77251,FUSES
77252,AUTOMATIC CIRCUIT-BREAKERS
77253,OTHER APPARATUS FOR PROTECTING ELECTRICAL CIRCUITS
77254,RELAYS
77255,OTHER SWITCHES
77256,"CONNECTORS FOR OPTICAL FIBRES, OPTICAL FIBRE BUNDLES OR CABLES"
77257,LAMP-HOLDERS
77258,PLUGS AND SOCKETS
77259,"OTHER ELECTRICAL APPARATUS FOR SWITCHING OR PROTECTING ELECTRICAL CIRCUITS, OR FOR MAKING CONNECTION"
77261,"BOARDS, PANELS (INCLUDING NUMERICAL CONTROL PANELS), CONSOLES, DESKS, CABINETS AND OTHER BASES, EQUIPPED WITH TWO OR MORE APPARATUS OF SUBGROUP 772.4 OR 772.5, FOR ELECTRICAL CONTROL OR THE DISTRIBUTION OF ELECTRICITY (INCLUDING THOSE INCORPORATING INSTRU"
77262,"BOARDS, PANELS (INCLUDING NUMERICAL CONTROL PANELS), CONSOLES, DESKS, CABINETS AND OTHER BASES, EQUIPPED WITH TWO OR MORE APPARATUS OF SUBGROUP 772.4 OR 772.5, FOR ELECTRICAL CONTROL OR THE DISTRIBUTION OF ELECTRICITY (INCLUDING THOSE INCORPORATING INSTRU"
77281,"BOARDS, PANELS, CONSOLES, DESKS, CABINETS AND OTHER BASES FOR THE GOODS OF SUBGROUP 772.6, NOT EQUIPPED WITH THEIR APPARATUS"
77282,OTHER PARTS
77311,WINDING WIRE
77312,CO-AXIAL CABLE AND OTHER CO-AXIAL CONDUCTORS
77313,"IGNITION WIRING SETS AND OTHER WIRING SETS OF A KIND USED IN VEHICLES, AIRCRAFT OR SHIPS"
77316,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE NOT EXCEEDING 1,000 V"
77317,"OTHER ELECTRIC CONDUCTORS, FOR A VOLTAGE EXCEEDING 1,000 V"
77318,OPTICAL FIBRE CABLES
77322,ELECTRICAL INSULATORS OF GLASS
77323,ELECTRICAL INSULATORS OF CERAMICS
77324,ELECTRICAL INSULATORS OF MATERIALS OTHER THAN GLASS OR CERAMICS
77326,"INSULATING FITTINGS FOR ELECTRICAL MACHINES, APPLIANCES OR EQUIPMENT, BEING FITTINGS WHOLLY OF CERAMIC MATERIALS APART FROM ANY MINOR COMPONENTS OF METAL (E.G., THREADED SOCKETS) INCORPORATED DURING MOULDING SOLELY FOR PURPOSES OF ASSEMBLY (BUT NOT INCLUD"
77328,"INSULATING FITTINGS FOR ELECTRICAL MACHINES, APPLIANCES OR EQUIPMENT, BEING FITTINGS WHOLLY OF PLAST"
77329,"INSULATING FITTINGS FOR ELECTRICAL MACHINES, APPLIANCES OR EQUIPMENT, BEING FITTINGS WHOLLY OF MATER"
77411,ELECTROCARDIOGRAPHS
77412,OTHER ELECTRODIAGNOSTIC APPARATUS (INCLUDING APPARATUS FOR FUNCTIONAL EXPLORATORY EXAMINATION OR FOR CHECKING PHYSIOLOGICAL PARAMETERS).
77413,ULTRAVIOLET OR INFRARED RAY APPARATUS
77421,"APPARATUS BASED ON THE USE OF X-RAYS, WHETHER OR NOT FOR MEDICAL, SURGICAL, DENTAL OR VETERINARY USE"
77422,"APPARATUS BASED ON THE USE OF ALPHA, BETA OR GAMMA RADIATIONS, WHETHER OR NOT FOR MEDICAL, SURGICAL, DENTAL OR VETERINARY USES (INCLUDING RADIOGRAPHY OR RADIOTHERAPY APPARATUS)."
77423,X-RAY TUBES
77429,OTHER (INCLUDING PARTS AND ACCESSORIES)
77511,"HOUSEHOLD- OR LAUNDRY-TYPE WASHING-MACHINES (INCLUDING MACHINES WHICH BOTH WASH AND DRY), EACH OF A DRY LINEN CAPACITY NOT EXCEEDING 10 KG."
77512,"CLOTHES-DRYING MACHINES, EACH OF A DRY LINEN CAPACITY NOT EXCEEDING 10 KG. (EXCLUDING THOSE OF HEADING 743.55)"
77521,"REFRIGERATORS, HOUSEHOLD-TYPE (ELECTRIC OR OTHER), WHETHER OR NOT CONTAINING A DEEP-FREEZE COMPARTMENT"
77522,"DEEP-FREEZES, HOUSEHOLD-TYPE (ELECTRIC OR OTHER)"
77530,DISHWASHING MACHINES OF THE HOUSEHOLD TYPE
77541,SHAVERS
77542,HAIR CLIPPERS
77549,PARTS
77551,"VACUUM CLEANERS, WITH SELF-CONTAINED ELECTRIC MOTOR"
77556,"VACUUM CLEANERS, OTHER THAN WITH SELF-CONTAINED ELECTRIC MOTOR"
77557,"VACUUM CLEANERS, PARTS"
77571,VACUUM CLEANERS AND FLOOR-POLISHERS
77572,FOOD GRINDERS AND MIXERS; FRUIT OR VEGETABLE JUICE EXTRACTORS
77573,"ELECTROMECHANICAL DOMESTIC APPLIANCES WITH SELF-CONTAINED ELECTRIC MOTOR, OTHER THAN VACUUM CLEANERS OF SUBGROUP 775.5; PARTS THEREOF, OTHER THAN FOOD GRINDERS AND MIXERS; FRUIT OR VEGETABLE JUICE EXTRACTORS"
77579,PARTS
77581,ELECTRIC INSTANTANEOUS OR STORAGE WATER-HEATERS AND IMMERSION HEATERS
77582,ELECTRIC SPACE-HEATING APPARATUS AND ELECTRIC SOIL-HEATING APPARATUS
77583,ELECTROTHERMIC HAIRDRESSING OR HAND-DRYING APPARATUS
77584,ELECTRIC SMOOTHING-IRONS
77585,ELECTRIC BLANKETS
77586,"MICROWAVE OVENS; OTHER OVENS; COOKERS, COOKING PLATES, BOILING RINGS, GRILLERS AND ROASTERS"
77587,"ELECTROTHERMIC DOMESTIC APPLIANCES, N.E.S."
77588,ELECTRIC HEATING RESISTORS (OTHER THAN OF CARBON)
77589,PARTS OF THE ELECTROTHERMIC APPLIANCES OF SUBGROUP 775.8
77611,"TELEVISION PICTURE TUBES, CATHODE-RAY (INCLUDING VIDEO MONITOR CATHODE-RAY TUBES), COLOUR"
77621,TELEVISION CAMERA TUBES; IMAGE CONVERTERS AND INTENSIFIERS; OTHER PHOTOCATHODE TUBES
77623,OTHER CATHODE-RAY TUBES
77625,MICROWAVE TUBES (EXCLUDING GRID-CONTROLLED TUBES)
77627,OTHER VALVES AND TUBES
77629,PARTS OF THE TUBES AND VALVES OF SUBGROUPS 776.1 AND 776.2
77631,"DIODES, OTHER THAN PHOTOSENSITIVE OR LIGHT-EMITTING DIODES"
77632,TRANSISTORS (EXCLUDING PHOTOSENSITIVE TRANSISTORS) WITH A DISSIPATION RATE OF LESS THAN ONE WATT
77633,TRANSISTORS (EXCLUDING PHOTOSENSITIVE TRANSISTORS) WITH A DISSIPATION RATE OF ONE WATT OR MORE
77635,"THYRISTORS, DIACS AND TRIACS (EXCLUDING PHOTOSENSITIVE DEVICES)"
77637,PHOTOSENSITIVE SEMICONDUCTOR DEVICES; LIGHT-EMITTING DIODES
77639,OTHER SEMICONDUCTOR DEVICES
77642,"PROCESSORS AND CONTROLLERS, WHETHER OR NOT COMBINED WITH MEMORIES, CONVERTERS, LOGIC CIRCUITS, AMPLIFIERS, CLOCK AND TIMING CIRCUITS, OR OTHER CIRCUITS"
77644,MEMORIES
77646,AMPLIFIERS
77649,OTHER ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES
77681,"PIEZOELECTRIC CRYSTALS, MOUNTED"
77688,PARTS OF THE DEVICES OF SUBGROUP 776.3 AND OF THE MOUNTED PIEZOELECTRIC CRYSTALS OF ITEM 776.81
77689,PARTS OF THE ARTICLES OF SUBGROUP 776.4
77811,PRIMARY CELLS AND PRIMARY BATTERIES
77812,ELECTRIC ACCUMULATORS (STORAGE BATTERIES)
77813,"WASTE AND SCRAP OF PRIMARY CELLS, PRIMARY BATTERIES AND ELECTRIC ACCUMULATORS; ELECTRICAL PARTS OF MACHINERY OR APPARATUS, N.E.S"
77817,PARTS OF PRIMARY CELLS AND PRIMARY BATTERIES
77819,PARTS OF ELECTRIC ACCUMULATORS
77821,"FILAMENT LAMPS (OTHER THAN FLASH BULBS, INFRARED AND ULTRAVIOLET LAMPS AND SEALED-BEAM LAMP UNITS)"
77822,DISCHARGE LAMPS (OTHER THAN ULTRAVIOLET LAMPS)
77823,SEALED-BEAM LAMP UNITS
77824,ULTRAVIOLET OR INFRARED LAMPS; ARC LAMPS
77829,PARTS
77831,ELECTRICAL IGNITION OR STARTING EQUIPMENT OF A KIND USED FOR SPARK- IGNITION OR COMPRESSION-IGNITION
77833,PARTS OF THE EQUIPMENT OF HEADING 778.31
77834,"ELECTRICAL LIGHTING OR SIGNALLING EQUIPMENT (EXCLUDING ARTICLES OF SUBGROUP 778.2), WINDSCREEN WIPER"
77835,PARTS OF THE EQUIPMENT OF HEADING 778.34
77841,DRILLS OF ALL KINDS
77843,SAWS
77845,OTHER TOOLS
77861,FIXED CAPACITORS DESIGNED FOR USE IN 50/60 HZ CIRCUITS AND HAVING A REACTIVE POWER HANDLING CAPACITY
77862,TANTALUM FIXED CAPACITORS
77863,ALUMINIUM ELECTROLYTIC FIXED CAPACITORS
77864,"CERAMIC DIELECTRIC FIXED CAPACITORS, SINGLE LAYER"
77865,"CERAMIC DIELECTRIC FIXED CAPACITORS, MULTILAYER"
77866,PAPER OR PLASTICS DIELECTRIC FIXED CAPACITORS
77867,OTHER FIXED CAPACITORS
77868,VARIABLE OR ADJUSTABLE (PRE-SET) CAPACITORS
77869,PARTS OF ELECTRICAL CAPACITORS
77871,PARTICLE ACCELERATORS
77878,"ELECTRICAL MACHINERY AND APPARATUS, N.E.S."
77879,PARTS
77881,ELECTROMAGNETS; PERMANENT MAGNETS AND ARTICLES INTENDED TO BECOME PERMANENT MAGNETS AFTER MAGNETIZAT
77882,"ELECTRICAL SIGNALLING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAILWAYS, TRAMWAYS, ROADS, INLAND WATERWAYS, PARKING FACILITIES, PORT INSTALLATIONS OR AIRFIELDS (OTHER THAN THOSE OF HEADING 791.91)"
77883,PARTS OF THE EQUIPMENT OF HEADING 778.82
77884,"ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS (E.G., BELLS, SIRENS, INDICATOR PANELS, BURGLAR AND FIRE-ALARMS), OTHER THAN THOSE OF HEADING 778.34 OR 778.82"
77885,PARTS OF THE EQUIPMENT OF HEADING 778.84
77886,"CARBON ELECTRODES, CARBON BRUSHES, LAMP CARBONS, BATTERY CARBONS AND OTHER CARBON ARTICLES, WITH OR WITHOUT METAL, OF A KIND USED FOR ELECTRICAL PURPOSES"
78110,VEHICLES SPECIALLY DESIGNED FOR TRAVELLING ON SNOW; GOLF CARS AND SIMILAR VEHICLES
78120,"MOTOR VEHICLES FOR THE TRANSPORT OF PERSONS, N.E.S."
78122,"HEARSES, OF A CYLINDER EXCEEDING 2000 CC BUT NOT EXCEEDING 2500 CC, COMPLETELY KNOCKED DOWN"
78124,"MOTOR-HOMES, COMPLETELY KNOCKED DOWN"
78211,DUMPERS DESIGNED FOR OFF-HIGHWAY USE
78212,"MOTOR VEHICLES FOR THE TRANSPORT OF GOODS, N.E.S."
78219,"MOTOR VEHICLES FOR THE TRANSPORT OF GOODS, N.E.S."
78221,CRANE LORRIES
78223,MOBILE DRILLING DERRICKS
78225,FIRE-FIGHTING VEHICLES
78227,CONCRETE-MIXER LORRIES
78229,"BREAKDOWN LORRIES,ROAD SWEEPER LORRIES, SPRAYING LORRIES, MOBILE WORKSHOPS, MOBILE RADIOLOGICAL UNITS"
78311,"MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS, INCLUDING THE DRIVER, WITH COMPRESSION-IGNITION INTERNAL COMBUSTION ENGINE (DIESEL OR SEMI-DIESEL)"
78319,"MOTOR VEHICLES FOR THE TRANSPORT OF TEN OR MORE PERSONS, INCLUDING THE DRIVER, OTHER THAN WITH COMPRESSION-IGNITION INTERNAL COMBUSTION ENGINE (DIESEL OR SEMI-DIESEL)"
78320,ROAD TRACTORS FOR SEMI-TRAILERS
78410,"CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF GROUPS 722, 781, 782 AND 783"
78421,"BODIES (INCLUDING CABS),FOR THE VEHICLES OF GROUP 781"
78425,"BODIES (INCLUDING CABS), FOR THE VEHICLES OF GROUP 722, 782 AND 783"
78431,"BUMPERS, AND PARTS THEREOF"
78432,OTHER PARTS AND ACCESSORIES OF BODIES (INCLUDING CABS)
78433,BRAKES AND SERVO-BRAKES AND PARTS THEREOF
78434,GEARBOXES
78435,"DRIVE-AXLES WITH DIFFERENTIAL, WHETHER OR NOT PROVIDED WITH OTHER TRANSMISSION COMPONENTS"
78439,OTHER PARTS AND ACCESSORIES
78511,"MOTOR CYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS, WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY NOT EXCEEDING 50 CC"
78513,"MOTOR CYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS, WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 50 CC BUT NOT EXCEEDING 250 CC"
78515,"MOTOR CYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS, WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 250 CC BUT NOT EXCEEDING 500 CC"
78516,"MOTOR CYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS, WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 500 CC BUT NOT EXCEEDING 800 CC"
78517,"MOTOR CYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS, WITH RECIPROCATING INTERNAL COMBUSTION PISTON ENGINE OF A CYLINDER CAPACITY EXCEEDING 800 CC"
78519,"MOTOR CYCLES (INCLUDING MOPEDS) AND CYCLES FITTED WITH AN AUXILIARY MOTOR, WITH OR WITHOUT SIDE-CARS; SIDE CARS"
78520,"BICYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORIZED"
78531,"INVALID CARRIAGES, WHETHER OR NOT MOTORIZED OR OTHERWISE MECHANICALLY PROPELLED"
78535,PARTS AND ACCESSORIES OF MOTORCYCLES (INCLUDING MOPEDS)
78536,PARTS AND ACCESSORIES OF INVALID CARRIAGES
78537,PARTS AND ACCESSORIES OF OTHER VEHICLES OF GROUP 785
78610,"TRAILERS AND SEMI-TRAILERS OF THE CARAVAN TYPE, FOR HOUSING OR CAMPING"
78621,SELF-LOADING OR SELF-UNLOADING TRAILERS AND SEMI-TRAILERS FOR AGRICULTURAL PURPOSES
78622,TANKER TRAILERS AND TANKER SEMI-TRAILERS
78629,OTHER TRAILERS AND SEMI-TRAILERS FOR THE TRANSPORT OF GOODS
78630,CONTAINERS (INCLUDING CONTAINERS FOR THE TRANSPORT OF FLUIDS) SPECIALLY DESIGNED AND EQUIPPED FOR CARRIAGE BY ONE OR MORE MODES OF TRANSPORT
78683,"TRAILERS AND SEMI-TRAILERS, N.E.S."
78685,"VEHICLES, NOT MECHANICALLY-PROPELLED, N.E.S."
78689,"PARTS OF THE TRAILERS AND SEMI-TRAILERS OF HEADING 786.1, SUBGROUP 786.2 AND HEADINGS 786.83 AND 786"
79111,"RAIL LOCOMOTIVES , POWERED FROM AN EXTERNAL SOURCE OF ELECTRICITY"
79115,"RAIL LOCOMOTIVES, POWERED BY ELECTRIC ACCUMULATORS"
79121,DIESEL-ELECTRIC LOCOMOTIVES
79129,"RAIL LOCOMOTIVES, N.E.S.; LOCOMOTIVE TENDERS"
79160,"RAILWAY OR TRAMWAY COACHES, VANS AND TRUCKS, SELF-PROPELLED (OTHER THAN MAINTENANCE AND SERVICE VEHICLES OF HEADING 791.81)."
79170,"RAILWAY OR TRAMWAY PASSENGER COACHES, NOT SELF-PROPELLED; LUGGAGE-VANS, POST OFFICE COACHES AND OTHER SPECIAL-PURPOSE RAILWAY OR TRAMWAY COACHES, NOT SELF-PROPELLED (EXCLUDING THOSE OF HEADING 791.81)"
79181,"RAILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES, WHETHER OR NOT SELF-PROPELLED (E.G., WORKSHOPS, CRANES, BALLAST TAMPERS, TRACK-LINERS, TESTING COACHES AND TRACK INSPECTION VEHICLES)"
79182,"RAILWAY OR TRAMWAY GOODS VANS AND WAGONS (FREIGHT CARS), NOT SELF-PROPELLED"
79191,RAILWAY VEHICLES (INCLUDING HOVERTRAINS) AND ASSOCIATED EQUIPMENT
79199,PARTS OF RAILWAY OR TRAMWAY LOCOMOTIVES OR ROLLING-STOCK
79211,"HELICOPTERS, OF AN UNLADEN WEIGHT NOT EXCEEDING 2,000 KG"
79215,"HELICOPTERS, OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG"
79220,"AEROPLANES AND OTHER AIRCRAFT, MECHANICALLY-PROPELLED (OTHER THAN HELICOPTERS), OF AN UNLADEN WEIGHT NOT EXCEEDING 2,000 KG"
79230,"AEROPLANES AND OTHER AIRCRAFT, MECHANICALLY-PROPELLED (OTHER THAN HELICOPTERS), OF AN UNLADEN WEIGHT EXCEEDING 2,000 KG BUT NOT EXCEEDING 15,000 KG"
79240,"AEROPLANES AND OTHER AIRCRAFT, MECHANICALLY-PROPELLED (OTHER THAN HELICOPTERS), OF AN UNLADEN WEIGHT EXCEEDING 15,000 KG"
79250,SPACECRAFT (INCLUDING SATELLITES) AND SPACECRAFT LAUNCH VEHICLES
79283,AIRCRAFT LAUNCHING GEAR; DECK-ARRESTOR OR SIMILAR GEAR; GROUND FLYING TRAINERS; PARTS OF THE FOREGOING
79284,"BALLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT"
79291,"PROPELLERS AND ROTORS, AND PARTS THEREOF"
79293,"UNDERCARRIAGES, AND PARTS THEREOF"
79295,OTHER PARTS OF AEROPLANES OR HELICOPTERS
79297,OTHER PARTS OF THE GOODS OF GROUP 792
79311,INFLATABLE VESSELS (INCLUDING ROWING-BOATS AND CANOES)
79312,"SAILBOATS, NOT INFLATABLE, WITH OR WITHOUT AUXILIARY MOTOR"
79319,"NON-INFLATABLE ROWING-BOATS AND CANOES AND VESSELS FOR PLEASURE OR SPORT, N.E.S."
79322,TANKERS OF ALL KINDS
79324,FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS
79326,REFRIGERATED VESSELS (OTHER THAN TANKERS)
79327,OTHER VESSELS FOR THE TRANSPORT OF GOODS (INCLUDING VESSELS FOR THE TRANSPORT OF BOTH PASSENGERS AND GOODS)
79328,"CRUISE SHIPS, EXCURSION BOATS AND SIMILAR VESSELS PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS; FERRY-BOATS OF ALL KINDS"
79329,OTHER VESSELS (INCLUDING WARSHIPS AND LIFEBOATS OTHER THAN ROWING-BOATS)
79330,VESSELS AND OTHER FLOATING STRUCTURES FOR BREAKING UP
79351,DREDGERS
79355,FLOATING OR SUBMERSIBLE DRILLING OR PRODUCTION PLATFORMS
79359,"LIGHT VESSELS, FIRE-FLOATS, FLOATING CRANES AND OTHER VESSELS, N.E.S., THE NAVIGABILITY OF WHICH IS SUBSIDIARY TO THEIR MAIN FUNCTION"
79370,TUGS AND PUSHER CRAFT
79391,"RAFTS, INFLATABLE"
79399,"FLOATING STRUCTURES, N.E.S."
81100,PREFABRICATED BUILDINGS
81211,"RADIATORS, AND PARTS THEREOF"
81215,"AIR HEATERS AND HOT-AIR DISTRIBUTORS, AND PARTS THEREOF"
81217,CENTRAL HEATING BOILERS (OTHER THAN THOSE OF GROUP 711)
81219,PARTS FOR THE BOILERS OF HEADING 812.17
